,Ancud,Castro,Chonchi,Curaco_de_Vélez,Dalcahue,Puqueldón,Queilén,Quemchi,Quellón,Quinchao,Calbuco,Cochamó,Fresia,Frutillar,Llanquihue,Los_Muermos,Maullín,Puerto_Montt,Puerto_Varas,Osorno,Puerto_Octay,Purranque,Puyehue,Río_Negro,San_Juan_de_la_Costa,San_Pablo,Chaitén,Futaleufú,Hualaihué,Palena
0,45,87,8,1,11,6,0,2,32,19,7,4,7,1,17,1,1,127,22,57,0,5,4,6,9,2,0,0,2,2
