,title,text
0,Te Deum de Fiestas Patrias remarcó la necesidad de dignidad social y política,"""Un clamor se levanta en nuestra patria, un deseo compartido, un sueño que aspiramos se haga realidad recorre Chile entero, de norte a sur. En cierta forma todos aspiramos a una patria más integrada, más participativa, cordial, justa y en paz"". Esta fue una de las frases que marcaron el Te Deum Ecuménico de Fiestas Patrias en la zona, que este año se realizó con presencia física en la Parroquia Sagrado Corazón de Jesús de Puerto Varas. Jornada que destacó por las reflexiones políticas de monseñor Fernando Ramos, acompañado por representantes de otras religiones. ""Son innumerables los ejemplos de trabajadores de la salud, de la educación, de organismos públicos, privados, asociaciones, fundaciones, iglesias que con gran generosidad han realizado acciones y gestos destinados a ayudar a los que más han sufrido los efectos de la pandemia"", agregó Ramos, a la vez que recordó y dio gracias a Dios por la labor de ""profesores y auxiliares de la educación que han debido adaptarse rápidamente a las nuevas condiciones de enseñanza"", dijo al inicio del encuentro, en el que el religioso quiso partir recordando los difíciles momentos que ha generado el covid-19. Pero, más allá del contexto de pandemia, monseñor optó por levantar la voz por el panorama social y político de nuestro país, sin hacer el quite a las problemáticas y a lo que se avecina desde el punto de vista político-eleccionario. ""Desde 2019 la vida social se ha tensionado de manera considerable. Nuevos horizontes, reclamos y expectativas se han creado y no siempre hemos sido capaces de verbalizar a lo que aspiramos. Muchas veces, de manera irreflexiva, andamos buscando culpables o con ligereza responsabilizamos a quienes pertenecen a bandos distintos"", acotó. Más allá de las demandas sociales, volcó sus palabras a quienes, a su juicio, terminan más damnificados en panoramas sociales difíciles. Así es como pidió ""que nadie vea sus legítimas aspiraciones de desarrollo truncadas por el solo hecho de haber nacido en un lugar y familia sin los recursos y contactos de otros"", además de que ""no son pocos los connacionales que han quedado a la vera del camino y se sienten descartados, simplemente por no poder responder a las exigencias de la sociedad o por pertenecer a alguno de los pueblos originarios o por carecer de redes familiares"", sostuvo. En lo político dijo que ""durante este 2021 un grupo importantes de las autoridades civiles serán elegidas. Esto exige de todos los ciudadanos un significado esfuerzo de discernimiento para ver por quién votar (...) además estando en funcionamiento la convención constitucional, un desafío enorme se presenta para el país y especialmente para los constituyentes: nuestra esperanza la depositamos en ellos, para que puedan llevar a cabo este mandato de la ciudadanía. Los apoyamos con nuestra oración"". Convención constitucional que tuvo carácter de relevante e incluso el pastor Eduardo Silva, de Llanquihue, realizó una petición por su éxito: ""Enviarles el Espíritu Santo para que les asista con sus dones, de manera que puedan escuchar, dialogar y proponer una nueva Constitución que custodie el bien común"", planteó. Cecilia Ubilla, del Distrito 25, aludida en su tarea de constituyente, consultada por El Llanquihue aseguró que ""la celebración de un año más de la independencia no sólo puede ser fonda, zapateo y cueca: también es el momento para reflexionar en el devenir de la patria, y especialmente en el momento que estamos viviendo (...) esta oración y reflexión que se hace de este desafío que tenemos los 155 convencionales, todo el mundo está consciente que es vital para nuestro país. Lo importante es que nos dice que el pueblo tiene depositada sus esperanzas en nosotros"". Por su parte, el representante del 26, Gaspar Domínguez, agradeció ""el llamado a la importancia del discernimiento y ejercer el voto. Comparto también la esperanza de miles depositada en la Convención. También creo que debemos construir cimientos que den seguridad a la sociedad, sobre todo construyendo un proyecto común que no discrimine ni excluya (especialmente a diversidad sexual y mujeres) con el centro en la necesidad de los vulnerables y pobres"". Katerine Montealegre, representante del mismo distrito, dijo valorar ""profundamente que en esta hermosa ceremonia republicana prime un mensaje de unidad para los distintos sectores y se haga un llamado a poner el bien de Chile por sobre las mezquindades políticas"". Quien estuvo presente en la ceremonia religiosa fue el diputado y candidato a senador, Alejandro Santana (RN). ""Fue una ceremonia muy emotiva, con la que podemos decir que estamos dejando atrás el covid. La ética de los nuevos tiempos se marcó en esta ceremonia"". Reflexiones que también alcanzaron a los alcaldes. Mientras Gervoy Paredes de Puerto Montt aseguró que ""es muy bueno recordar (lo de la convención constituyente), porque todos queremos lo mejor para Chile, que es lo que nos interesa más allá de lo mediático que se está hablando. Estas oraciones para aquellas personas que perdieron la vida en pandemia fueron bastante significativas""; Tomás Gárate, de Puerto Varas, agradeció a todas las instituciones acudir al evento a su comuna: ""Nos pone muy contentos poder albergar este tipo de actos, sobre todo con el discurso en el que se hizo mención al importante proceso que vive el país, donde se requiere un marco de entendimiento, de respeto y de escucha profunda. Me alegra que se mencione la confianza que tenemos que tener en este proceso, también reconociendo el rol de nuestros pueblos originarios"", apuntó. ""Nuevos horizontes, reclamos y expectativas se han creado y no siempre hemos sido capaces de verbalizar a lo que aspiramos. De manera irreflexiva, andamos buscando culpables"". Monseñor Fernando Ramos. ""Debemos construir cimientos que den seguridad a la sociedad, sobre todo construyendo un proyecto común que no discrimine ni excluya"". Gaspar Domínguez, convencional del Distrito 26. 1 hora y 23 minutos duró la ceremonia religiosa, mucho menos que en años anteriores, debido a la contingencia covid-19."
1,Vecinos de Nueva Braunau realizaron Recorrido Barrial con equipo municipal identificando requerimientos y desafíos de su localidad,"El grupo realizó un barrido de requerimientos y necesidades en su territorio que serán abordados en el marco del trabajo de las Mesas Barriales y Territoriales. El grupo realizó un barrido de requerimientos y necesidades en su territorio que serán abordados en el marco del trabajo de las Mesas Barriales y Territoriales. Desafíos en materia de seguridad pública, áreas verdes, violencia intrafamiliar, e infraestructura urbana son algunas de las problemáticas que dirigentes y vecinos subrayaron en el recorrido por los barrios de Nueva Braunau acompañados del equipo municipal encabezado por el alcalde Tomás Gárate. Para los vecinos es una instancia que propone una nueva relación entre la comunidad y las autoridades, empoderándose y dando poder de decisión en la forma de habitar su territorio. Así lo afirmó Juan Carlos Villaroel, vecino de la Villa Bellavista y Dirigente del Conjunto Folclórico Entre Ríos y Praderas: “Esta es la forma de gobernar del municipio, que se empape en terreno de los problemas que tiene la comunidad, y que recoja de primera mano este tipo de información. No será fácil, pero en la medida que los mismos vecinos y el municipio trabajamos en conjunto, cualquier tarea no va a ser difícil”. El alcalde Tomás Gárate encabezó el equipo municipal que recorrió los barrios de Nueva Braunau acompañado de vecinos y dirigentes, conociendo de primera fuente los requerimientos más urgentes de las comunidades y también los proyectos que tienen en mente para sus comunidades. “Hay muchos desafíos que tenemos que enfrentar, pero también vimos una energía muy potente que nos va a permitir salir adelante. Hablamos de seguridad, inclusión, educación, recuperar espacios públicos y áreas verdes y también fortalecer Nueva Braunau con una identidad que sea propia. Y esto nos permite trazar una hoja de ruta que nos permita responder a las principales urgencias y también a los desafíos de cara al futuro” afirmó el jefe comunal. La información recogida se sistematizará para trabajar un Plan de Desarrollo Participativo, priorizando soluciones de corto, mediano y largo plazo en el marco de las Mesas Barriales y Territoriales que se implementaron en la localidad. Además de Nueva Braunau, el municipio de Puerto Varas implementó esta nueva forma de gobierno participativo en la Población Alessandri y Ensenada, que son parte de las primeras tres Mesas Barriales y Territoriales como plan piloto, para las quince que se deberán conformar en los próximos meses en toda la comuna integrando a todas las comunidades del territorio.  "
2,Festival Ilustrasur realizará actividades gratuitas online con destacados ilustradores nacionales,"La última semana de octubre -desde Puerto Varas- se llevará a cabo el 2º Festival ilustrasur. Esta vez basada en la contingencia sanitaria que llegó a Chile en medio de una crisis social y de fuertes transformaciones. Presentarán a destacados artistas del dibujo que han aportado con reflexiones, humor, estilos y técnicas que demuestran la fuerza expresiva de la ilustración en tiempos de crisis. Ilustrasur nació como una festival presencial de ilustración en la zona sur de Chile y que hoy se extiende a esta plataforma digital que tiene como objetivo ser habitada por una comunidad activa que dialogue y reflexione ante la relevancia de las expresiones artísticas, en este caso, vinculadas principalmente al mundo de la ilustración que emana en y desde la zona sur hacia el resto del mundo. La apertura del Festival se realizará el 26 de octubre entre 19.30 y 21:00 hrs. con un acto inaugural online y el lanzamiento de micro documentales Ilustrasur. A ello se suma el primer conversatorio protagonizado por los invitados de este año: Max Feito, Niña Pudú y Sol Díaz. Desde ahí arrancan seis días de programación del 26 al 31 de octubre. En esta edición, cuyo formato será principalmente digital, se desarrollarán talleres y charlas, una clase magistral y el lanzamiento de un libro. Para revisar en detalle la programación y horarios deben ingresar a https://ilustrasur.cl/programa/ CHARLAS Y CLASES MAGISTRALES La guionista, ilustradora y ceramista Paloma Amaya realizará una charla online llamada  “¿Para qué #&?” sirve un artista?” donde tratará de responder esta pregunta y también hará un entretenido recorrido por su trayectoria como ilustradora. Agendado el miércoles 27 entre las 10:30 a 11:30 hrs. “Rayas brígidas” será otro espacio de conversación, en el que se hablará de cómo nace una revista, la autogestión, procesos y líneas editoriales que involucran una revista ilustrada. Aquí participará  Sol Díaz, como una de las fundadoras y creadoras de la revista Brígida, junto con Marcela Trujillo, Patricia Aguilera e Isabel Molina y Navalu Toledo Pastene, editora de la revista Rayaismo. La actividad comienza a las 18.30 hrs. y durará una hora. El jueves 28 de octubre, a las 10:00 hrs., comenzará con la Clase Magistral online a cargo del Dr. Jorge Ferrada y el Dr. Fernando Miranda desde Uruguay, junto a la escritora chilena Poli Roa. Dirigido a estudiantes de arte, artistas y profesores este diálogo busca situar el análisis sobre la producción cultural desde un enfoque teórico y práctico con énfasis en la diversidad territorial. El viernes 29 se llevará a cabo el conversatorio “Había una vez una voz, pensar y hacer” a cargo de los expositores invitados de México Amanda Mijangos y Armando Fonseca quienes hablarán sobre procesos creativos (a las 18:00 hrs). El mismo día a las 20.00 hrs se realizará el conversatorio dirigido a adolescentes y adultos “Sexología ilustrada”, donde participarán el ilustrador Max Feito con la educadora en derechos sexuales y reproductivos Fabiola Jadue. FESTIVAL ILUSTRASUR 2021 ONLINE Desde Puerto Varas, Región de Los Lagos, para todo Chile y el mundo Del 26 al 31 de octubre INSCRIPCIONES >> https://www.facebook.com/ilustrasurchile/ https://www.instagram.com/ilustrasur/ https://www.youtube.com/channel/UC8NV0TZN0mmtbl9EYqak4BA"
3,Gran convocatoria logra la 7ª versión del Congreso de Historia del Colegio Inmaculada Concepción Puerto Varas,"El viernes 08 de octubre, durante la mañana, se desarrolló una nueva versión del Congreso de Historia del colegio Inmaculada Concepción Puerto Varas, el que por la contingencia pandémica y por segundo año consecutivo, se realizó en modalidad online, congregando a más de 180 asistentes, entre los que se encontraban estudiantes del establecimiento anfitrión, además de invitados del colegio Inmaculada Concepción de Puerto Montt y del colegio San Francisco Javier. En esta oportunidad, la actividad se centró en las mujeres y en la lucha feminista que se ha dado con más fuerza en los últimos años en el país, en distintos ámbitos, considerando lo político, económico, cultural, religioso y en el mundo educacional. De esta manera, participaron en esta versión mujeres que son líderes a nivel nacional en distintas áreas, quienes cautivaron al público con ponencias desde sus experiencias y desde sus investigaciones. En primer lugar, se presentó Ana Gálvez Comandini, Doctora en Historia y académica del Departamento de Historia de la Universidad Metropolitana de Ciencias de la Educación (UMCE), quien actualmente se encuentra trabajando en el Proyecto de Identidad y Género de esa casa de estudio. En su presentación puso énfasis en la necesidad de igualar las oportunidades para hombres y mujeres en el mundo educativo, donde vemos que, en áreas como matemática y ciencias, los hombres son quienes más resaltan, no porque sean mejores sino porque estadísticamente está comprobado que las oportunidades, desde la escuela hasta la universidad, son reservadas a ellos. Gálvez terminó invitando a los profesores y profesoras a brindar los mismos espacios, equilibrando el camino para sus futuros, señalando que “no es natural que la diferencia sexual signifique o represente desigualdad social”. También se presentó la concejala Rocío Alvarado, dando su visión del rol de la mujer en la política y cómo ha sido trabajar durante estos meses en su cargo. Alvarado destacó lo difícil que ha sido para las mujeres adentrarse en el mundo de la política, siendo esto perjudicial para la sociedad, ya que “ha generado muchas consecuencias en cómo las políticas públicas se construyen, porque justamente las mujeres no hemos tenido o no se nos han creado los espacios de poder para poder estar, justamente, tomando decisiones”. Desde la Iglesia Católica dio su visión la reconocida hermana Nelly León Correa, quien por años se ha desempeñado como Capellana en la cárcel de mujeres de Santiago. Como religiosa detalló cómo ha sido ser mujer con grandes responsabilidades dentro de una institución considerada machista por su jerarquía, señalando que no ha sido fácil, pero que la fuerza y la misión que tiene entre las más marginadas de Chile, hace no bajar los brazos y seguir adelante. La hermana Nelly también mostró la realidad de las mujeres que están encarceladas y que son las más excluidas en nuestra sociedad, a quienes asemejó a un “cántaro roto que hay que reparar, a quien se le pegan sus partes, pero al que le quedan cicatrices”. Esa es la misión que tiene en su vida, ayudar a otras mujeres a sanarse y a encontrar espacios donde poder incluirlas una vez que salen de la cárcel, recalcando que todos y todas necesitamos esa oportunidad. Por último, se presentó la ingeniera comercial y activista feminista, Constanza Bohle, quien trabaja en temas de Género y Economía en la Unidad de Género de la Vicerrectoría de Investigación y Desarrollo, de la Universidad de Chile. Constanza hizo un repaso de lo que ha sido el movimiento feminista en los últimos años y cómo éste ha reconfigurado el escenario sociopolítico del país, además de poner sobre la mesa muchos temas que antes no eran discutidos, como el abuso de poder dentro de las universidades desde profesores a alumnas, lucha que se ha expandido a distintas universidades del país. Finalmente, Bohle hizo hincapié sobre el rol que tienen que tener las mujeres en la sociedad, el que tiene que ser “activo como ciudadanas, cuestionándonos constantemente todo… por otro lado, hacer memoria, los espacios como éste contribuyen a eso también” Todas las expositoras agradecieron este espacio de diálogo, resaltando que sea para estudiantes secundarios, futuros ciudadanos y futuras ciudadanas, para que puedan reflexionar sobre temas como éstos, que promuevan la construcción de una sociedad más justa, tanto para mujeres como para los hombres. Este congreso, que comenzó en el año 2015, se ha mantenido como un espacio de deliberación sobre temas historiográficos y de la realidad actual de Chile, para estudiantes de la región y público en general, esperando seguir consolidando su espacio y seguir siendo un aporte a la educación ciudadana. "
4,Fundación Avanza Puerto Varas y Dimarsa gestionaron donación a residencia de menores vulnerables,"El aporte consistió principalmente en un completo juego de ropa de cama para las nuevas dependencias de la residencia de menores “Reloncaví”, actualmente en proceso de mejoramiento de su infraestructura. El aporte consistió principalmente en un completo juego de ropa de cama para las nuevas dependencias de la residencia de menores “Reloncaví”, actualmente en proceso de mejoramiento de su infraestructura. Una importante donación realizó esta semana la Fundación Avanza Puerto Varas y la empresa Dimarsa en beneficio de los 12 menores que alberga la residencia “Reloncaví”, dependiente de la Fundación de Hogares de Menores Verbo Divino. La donación, consistente en 15 plumones obsequiados por la empresa Dimarsa, además de 15 almohadas, sábanas nuevas, ropa de cama en general y ropa interior para niño, adquiridas con aportes de particulares, fue realizada por Paula Gutiérrez, en representación de la Fundación Avanza Puerto Varas, y recibida por la directora de la residencia infantil, Ivette Gallardo, quien valoró de forma muy especial la vocación solidaria de esta entidad y por supuesto de la empresa privada patrocinante. “Conversábamos lo importante que son estas alianzas con instituciones de la sociedad civil, porque nos ayudan y nos aportan de manera significativa, ya que si nosotros no tuviéramos estas donaciones, esos son gastos que tendríamos que asumir, así que las donaciones nos vinieron de maravilla”, enfatizó la directora. Gallardo explicó que la residencia de menores Reloncaví de Puerto Varas alberga actualmente a 12 niños a través de un programa de protección de derechos que ejecuta la Fundación Verbo Divino a través del Sename. “Se trata de un sistema alternativo de cuidado de la infancia, que recibe a menores que son enviados como una medida de protección por parte de un tribunal puesto que han sido víctimas de vulneración grave de derechos, que van desde negligencia parental, abandono, maltrato físico, vulneraciones de la esfera sexual”, detalló la directora quien explicó que se trata de casos donde ya no se puede trabajar en conjunto con las familias. “Estamos muy agradecidos de la gestión de la fundación y los niños igual quedaron también súper contentos porque además estamos en un proceso de mejoramiento de la infraestructura, entonces tener la casa nueva, con cositas nuevas para la cama, es mucho más reconfortante para ellos también”, recalcó Gallardo. Por su parte, Andrés Latorre, gerente de operaciones de la tienda Dimarsa, sostuvo que esta fue una donación bien desinteresada y de ayuda absolutamente honesta. “Esta es una donación que realizamos de manera muy puntual, dado que la historia de esta residencia es bien conmovedora, entonces la verdad es que elegimos el hogar justamente porque no los habíamos ayudado nunca, pero nuestra intención es más bien aportar con un granito de arena. El apoyo a los niños es algo en lo que todos debiéramos ayudar y nosotros en este caso fuimos los privilegiados a quienes les tocaron la puerta y pudimos aportar un granito”, mencionó el ejecutivo. Paula Gutiérrez, en representación de la Fundación Avanza Puerto Varas fue quien junto con hacer efectiva la donación organizó una once con completos para todos los menores y destacó la importancia de que entidades sin fines de lucro involucren a la empresa privada local en acciones concretas que vayan en beneficio de los menores más vulnerables de la comunidad. “Como Fundación Avanza Puerto Varas estamos en permanente contacto con hogares como Reloncaví o la residencia de niños Madre Paulina, preguntando cómo poder colaborarles en la tarea que ellos han asumido de proteger a niños que han sido vulnerados en sus derechos. En Puerto Varas, la fundación de Hogares Verbo Divino maneja tres residencias de este tipo, por lo que invito a otras organizaciones a motivarse en apoyarlos, porque realmente necesitan de nuestro cariño y respaldo emocional”, enfatizó. "
5,En prisión preventiva quedó imputado de atropello a su pareja en Puerto Varas,"En prisión preventiva quedó un hombre de 31 años, contra el cual esta mañana se formalizó investigación por el delito de femicidio frustrado tras ser denunciado ayer de atropellar a su pareja en la calle Lago Pascal de Puerto Varas, luego de una discusión entre ambos. El fiscal Fabián Fernández, explicó que estos hechos ocurrieron la madrugada del 1 de noviembre luego que ambos concurrieran a casa de familiares del imputado. «La víctima tras retirarse del domicilio es seguida por esta persona a bordo de un vehículo, la atropella arrastrándola varios metros resultando la víctima con lesiones de distinta consideración», detalló. Desde el Ministerio Público se dispuso a personal especializado de Carabineros de la Sección de Investigación Policial (SIP) de la Primera Comisaría de Puerto Varas; Sección de Investigación de Accidentes en el Tránsito (Siat) y Laboratorio de Criminalística (Labocar) a fin de desplegar las diligencias investigativas y obtener los antecedentes suficientes para la formalización de cargos. El Juzgado de Garantía de Puerto Varas acogió la solicitud de la Fiscalía de imponer al imputado la medida cautelar de prisión preventiva, tras formalizarlo por los delitos de femicidio frustrado y conducción bajo la influencia del alcohol. Además se fijo un plazo de cierre de investigación de 90 días. El tribunal estimó entre otros argumentos, que el imputado era un peligro para la seguridad de la víctima quien además de conviviente, es madre de un hijo en común."
6,Carabineros detiene en Puerto Varas a sujeto que estuvo 6 años prófugo,"En el desarrollo de diligencias propias de su especialidad, Carabineros de la Sección Encargo y Búsqueda de Vehículos (SEBV) de Puerto Montt, luego de efectuar un análisis de información obtenida a través de diferentes fuentes, detuvo a un sujeto, quien estuvo durante 6 años prófugo de la justicia. El sujeto, de 47 años de edad, registraba una orden de detención vigente desde febrero del año 2016, manteniéndose una búsqueda que se prolongó por 2.114 días. El individuo, quien detenido en la localidad de Nueva Braunau, en la comuna de Puerto Varas, está imputado de causar lesiones menos graves en contexto de violencia intrafamiliar."
7,Hechos ocurrieron en la comuna de Puerto Varas: Condenan a 10 años de cárcel a imputado por violación reiterada,"Destacan acción de Doctora del Cesfam local que pesquisó el delito Destacan acción de Doctora del Cesfam local que pesquisó el delito La Fiscal Jefe de la Fiscalía de Puertot Varas, Lorena Meza, informó respecto de la condena dictada el pasado martes por el Tribunal Oral en lo Penal de Puerto Montt contra un sujeto, por delito de violación reiterada, hechos ocurridos en sector rural de esta comuna. Informó la Fiscal que “el día jueves 28 de octubre se llevó a cabo el juicio oral en lo penal contra un hombre acusado de haber violado, en más de una oportunidad, a la hija de su cónyuge cuando la niña tenía sólo 12 años de edad. Es así que, el pasado martes 2 de noviembre, el tribunal dio lectura a la sentencia donde el imputado fue condenado por el delito de violación reiterada de menor de 14 años, a la pena de 10 años con cumplimiento efectivo por los hechos antes indicados” “La investigación se realizó en conjunto con la brigada de delitos sexuales y el Laboratorio de Criminalística de la Policía de Investigaciones y, en este caso, se resalta el trabajo de la médico del Cesfam de Puerto Varas donde llegó la niña a un control y donde la profesional logró la develación de la niña, donde dio cuenta de los hechos que estaba viviendo, que dieron origen a la investigación que culminó con la condena de 10 años”."
8,Carabineros de Puerto Varas detiene a un hombre por femicidio frustrado,"Habría atropellado a su pareja y huido del lugar Habría atropellado a su pareja y huido del lugar Carabineros de la Primera Comisaría de Puerto Varas detuvo durante la tarde de ayer, a una persona imputada del delito de femicidio frustrado quien habría atropellado a su pareja. La detención se realizó luego de una denuncia recibida en la unidad policial lacustre en la mañana de ayer, por parte del padre de la víctima. Según los antecedentes preliminares, en horas de la madrugada de ayer el sujeto estaba compartiendo con su pareja, luego de lo cual,  habrían sostenido una discusión, hechos ocurridos en la población Lomas 7 de Puerto Varas. Posteriormente, el imputado comenzó a seguir a la mujer en una camioneta blanca por un pasaje del sector, atropellándola en la vereda. El sujeto arrastró a la mujer con su vehículo por unos 20 metros, para luego dejarla tendida en la vía pública abandonada y huir del lugar. La víctima sufrió heridas de carácter grave, quedando internada en el Hospital de Puerto Montt. El imputado mantiene un amplio prontuario policial, además de una orden vigente por lesiones menos graves en contexto de Violencia Intrafamiliar. El fiscal de turno instruyó el trabajo del Laboratorio de Carabineros y de la SIAT con el objetivo de establecer cómo ocurrió el atropello."
9,En prisión preventiva quedó imputado de femicidio frustrado en Puerto Varas,"En la jornada de ayer, en el Tribunal de Garantía de Puerto Varas se llevó a cabo la audiencia de control de detención y de formalización en contra de un imputado, de sexo masculino, de 31 años de edad, por su participación en un delito de femicidio frustrado y conducción bajo la influencia del alcohol. Los hechos ocurrieron en la madrugada del 1ero de noviembre recién pasado donde después de estar compartiendo la víctima con el imputado, en casa de familiares del imputado, la víctima tras retirarse del domicilio es seguida por el imputado a bordo de un vehículo, quien la atropella, arrastrándola por varios metros, resultando la víctima con lesiones de diversa consideración. Fiscalía ordenó la inmediata investigación por parte de Labocar, SIAT y la SIP de Puerto Varas para contar con los antecedentes suficientes para enfrentar la audiencia de formalización. El Tribunal de Garantía de la ciudad de las rosas adoptó la medida cautelar de prisión preventiva por considerar que la libertad del imputado constituía un peligro para la seguridad de la víctima, quien vivía con el imputado y tienen un hijo en común. Se fijó un plazo investigativo de 90 días."
