,Ancud,Castro,Chonchi,Curaco_de_Vélez,Dalcahue,Puqueldón,Queilén,Quemchi,Quellón,Quinchao,Calbuco,Cochamó,Fresia,Frutillar,Llanquihue,Los_Muermos,Maullín,Puerto_Montt,Puerto_Varas,Osorno,Puerto_Octay,Purranque,Puyehue,Río_Negro,San_Juan_de_la_Costa,San_Pablo,Chaitén,Futaleufú,Hualaihué,Palena
0,24,42,4,1,6,4,0,1,12,13,5,2,0,0,5,0,0,57,10,16,0,4,2,4,1,1,0,0,0,2
