,title,text
0,"Denuncias por delitos sexuales aumentan 27,7% en Chiloé","La Policía de Investigaciones (PDI) a nivel nacional entregó en los últimos días un preocupante estadístico a nivel nacional: las denuncias por delitos sexuales aumentaron un 24,7 por ciento durante el primer semestre, con relación al igual periodo del 2020. El confinamiento durante la pandemia del covid-19 se vislumbró como uno de los factores gatillantes de esta cruda realidad. El jefe de la Brigada Investigadora de Delitos Sexuales (Brisex) Metropolitana, Manuel Fuentes, señaló que ""son las personas más cercanas (los autores), entonces al estar confinado víctima y victimario, conviven en el mismo espacio físico (…) lo que podría ser una causa del aumento de las denuncias, porque han ocurrido más hechos en este contexto"". Esta dinámica golpea incluso con más fuerza a la provincia, donde estos aberrantes ataques están enquistados en la sociedad. Según los antecedentes que entrega el Centro de Estudios y Análisis del Delito (CEAD) de la Subsecretaría de Prevención del Delito del Ministerio del Interior, durante los primeros seis meses de este 2021 las notificaciones por estos ilícitos de connotación sexual se incrementaron en un 27,7%, en comparación con el año pasado. Denuncios por 30 violaciones y 76 abusos y otros ilícitos relacionados, se contabilizaron en este periodo, a diferencia de los 83 totales que el 2020 fueron informados a las policías. Con relación a casos policiales, que junto a las denuncias incluye las detenciones flagrantes, el alza en el primer semestre de esta temporada llegó a un 24,2%. En el marco de este escenario, el jefe de la Brisex de Ancud, el subprefecto Mauricio Espinoza, enfatizó que esta unidad especializada ""registró una leve alza respecto a la cantidad de denuncias realizadas en el primer semestre de este año, en comparación al mismo periodo del año 2020"". Aclaró el oficial que ""de acuerdo a las estadísticas internas de la PDI, se trata de hechos de connotación sexual ocurridos en la provincia, destacando el abuso sexual de menor de 14 años como el delito con mayor cantidad de denuncias, tanto en el 2020 como el 2021; seguido por el delito de violación de menor de 14 años, realidad que se replica con las cifras existentes a nivel nacional"". Respecto de las órdenes de investigar recibidas por la Brisex, ""estas pasaron de 158 decretos durante el primer semestre del 2020 a un total de 162 durante el mismo periodo del presente año"". Bajo este contexto, el jefe policial hizo un llamado a la comunidad a dar cuenta de estos ilícitos, ""acercándose tanto a los cuarteles de la PDI de Ancud, Castro y Quellón, como también a cualquiera de las fiscalías locales de Chiloé"". Por su parte, esta tendencia al alza igual se observa en el resto de este año en la jurisdicción más populosa de Carabineros: la Segunda Comisaría de Castro, que junto a la capital chilota incluye a las comunas de Dalcahue, Chonchi, Puqueldón, Curaco de Vélez y Quinchao. Según los datos que entrega el Sistema Táctico de Operación Policial (STOP), hasta el 29 de agosto pasado, se observó un incremento del 36% de los casos policiales por violación. Junto con explicar que esta alza se grafica en cuatro hechos más durante este periodo del 2021, con relación a igual lapso del 2020, el mayor Gustavo Guajardo, titular de la unidad base, enfatizó que ""uno de los factores que podrían explicar este aumento está dado en que se han denunciando más hechos en este tiempo, por delitos que ocurrieron en años anteriores"". ""El abuso sexual de menor de 14 años es el delito con mayor cantidad de denuncias, tanto en el 2020 como el 2021; seguido por el de violación de menor de 14 años"". Mauricio Espinoza,, jefe de la Brisex de Ancud. La Fiscalía Regional de Los Lagos también informó de alzas relativas a delitos de connotación sexual, en cuanto a salidas judiciales, que alcanzaron durante el primer semestre de este año un 49%, situando a Los Lagos como la región con el más alto porcentaje en el país con relación a sentenciadas condenatorias, suspensiones condicionales u otras formas de término de estas causas. 106 notificaciones por delitos sexuales se registraron el primer semestre de este año."
