,Ancud,Castro,Chonchi,Curaco_de_Vélez,Dalcahue,Puqueldón,Queilén,Quemchi,Quellón,Quinchao,Calbuco,Cochamó,Fresia,Frutillar,Llanquihue,Los_Muermos,Maullín,Puerto_Montt,Puerto_Varas,Osorno,Puerto_Octay,Purranque,Puyehue,Río_Negro,San_Juan_de_la_Costa,San_Pablo,Chaitén,Futaleufú,Hualaihué,Palena
0,63,103,15,2,16,7,0,4,38,23,10,4,8,1,27,2,2,168,39,73,3,6,4,9,9,2,1,1,6,7
