,Ancud,Castro,Chonchi,Curaco_de_Vélez,Dalcahue,Puqueldón,Queilén,Quemchi,Quellón,Quinchao,Calbuco,Cochamó,Fresia,Frutillar,Llanquihue,Los_Muermos,Maullín,Puerto_Montt,Puerto_Varas,Osorno,Puerto_Octay,Purranque,Puyehue,Río_Negro,San_Juan_de_la_Costa,San_Pablo,Chaitén,Futaleufú,Hualaihué,Palena
0,2097,2815,985,610,947,572,23,677,1395,820,842,442,650,782,2011,455,523,4940,2204,4045,663,685,739,638,433,542,550,407,457,1031
